name,url
3D콘텐츠 제작기초(메타버스 공간 제작),https://www.kmooc.kr/view/course/detail/4853
생활 속의 물리치료,https://www.kmooc.kr/view/course/detail/4851
[집콕]생활 속의 물리치료,https://www.kmooc.kr/view/course/detail/4850
"글로벌시대, 문화관광콘텐츠의 이해",https://www.kmooc.kr/view/course/detail/4846
"[집콕]글로벌시대, 문화관광콘텐츠의 이해",https://www.kmooc.kr/view/course/detail/4845
AR/VR 콘텐츠 실무,https://www.kmooc.kr/view/course/detail/4841
디지털스토리텔링의 이해,https://www.kmooc.kr/view/course/detail/4840
3차원 그래픽스 입문,https://www.kmooc.kr/view/course/detail/4839
마이크로프로세서,https://www.kmooc.kr/view/course/detail/4838
가상현실,https://www.kmooc.kr/view/course/detail/4837
자동차기능실습,https://www.kmooc.kr/view/course/detail/4836
생활속의 반도체,https://www.kmooc.kr/view/course/detail/4835
"머신러닝, 너 정체가 뭐니?",https://www.kmooc.kr/view/course/detail/4834
인공지능과 산업,https://www.kmooc.kr/view/course/detail/4833
시스템반도체입문,https://www.kmooc.kr/view/course/detail/4832
러시아 한인의 꿈과 고뇌,https://www.kmooc.kr/view/course/detail/4831
흩어지는 민중과 경계 너머의 지성,https://www.kmooc.kr/view/course/detail/4830
이주와 정주의 경계에 선 사람들 ,https://www.kmooc.kr/view/course/detail/4829
떠도는 자의 운명과 상상력,https://www.kmooc.kr/view/course/detail/4828
코리안 디아스포라의 삶과 문학 ,https://www.kmooc.kr/view/course/detail/4827
흩어짐의 한국문학 ,https://www.kmooc.kr/view/course/detail/4826
2019년 K-MOOC 학습자 평가단 2기,https://www.kmooc.kr/view/course/detail/4825
2019년 K-MOOC 학습자 평가단,https://www.kmooc.kr/view/course/detail/4824
K-MOOC 안내,https://www.kmooc.kr/view/course/detail/4823
인공지능 학습용 데이터 라벨링 전문교육,https://www.kmooc.kr/view/course/detail/4820
자율주행 인공지능 시스템,https://www.kmooc.kr/view/course/detail/4818
[집콕]자율주행 인공지능 시스템,https://www.kmooc.kr/view/course/detail/4814
의료기술평가 연구방법론,https://www.kmooc.kr/view/course/detail/4813
재난커뮤니케이션 (Disaster Communication),https://www.kmooc.kr/view/course/detail/4810
재난관리 리더십과 재난대응 협업 (Disaster Management Leadership and Collaboration for Disaster Response),https://www.kmooc.kr/view/course/detail/4807
한국의 재난관리체계 (Disaster Management System in Korea),https://www.kmooc.kr/view/course/detail/4804
"생활 속으로 들어온 미래, Robot",https://www.kmooc.kr/view/course/detail/4801
처음부터 대단한 생각은 없다! 생각수업,https://www.kmooc.kr/view/course/detail/4800
비즈니스를 이해하기 쉽게 전달한다! 보고의 달인,https://www.kmooc.kr/view/course/detail/4799
질문엔 이렇게 대답하라! 대답의 달인,https://www.kmooc.kr/view/course/detail/4798
상황별 처세의 기술,https://www.kmooc.kr/view/course/detail/4797
스피치의 달인! 파워스피치,https://www.kmooc.kr/view/course/detail/4796
'일잘러’의 효율적인 업무 방법,https://www.kmooc.kr/view/course/detail/4795
글로벌 선진기업으로부터 배우는 성공적 경영전략,https://www.kmooc.kr/view/course/detail/4794
"성공의 열쇠, 매장전략의 모든 것",https://www.kmooc.kr/view/course/detail/4793
"인지심리학 한 스푼, 일 잘하는 업무리더로 거듭나기",https://www.kmooc.kr/view/course/detail/4792
골목과 스타트업에서 배우는 ‘시장을 보는 눈’,https://www.kmooc.kr/view/course/detail/4791
"뭉치면 살고 흩어지면 죽는다, 시너지를 이끌어 내는 협업의 스킬 ",https://www.kmooc.kr/view/course/detail/4790
"반드시 알아야 할 비즈니스 트렌드!, 핵심단어로 풀다",https://www.kmooc.kr/view/course/detail/4789
알아두면 쓸모있는 무역Job이야기,https://www.kmooc.kr/view/course/detail/4788
무역의 세계사! 무역의 시작과 21세기 무역을 보다,https://www.kmooc.kr/view/course/detail/4787
재즈 연주개념을 통한 음악의 이해,https://www.kmooc.kr/view/course/detail/4786
고령사회와 노인복지,https://www.kmooc.kr/view/course/detail/4780
이슬람 문명의 역사와 문화기행,https://www.kmooc.kr/view/course/detail/4778
4차 산업혁명의 과학에 대한 철학의 프리즘,https://www.kmooc.kr/view/course/detail/4775
고령사회와 부동산,https://www.kmooc.kr/view/course/detail/4774
신상품 개발론,https://www.kmooc.kr/view/course/detail/4772
비즈니스 프로세스 애널리틱스 ,https://www.kmooc.kr/view/course/detail/4771
성인학습자를 위한 대학 글쓰기,https://www.kmooc.kr/view/course/detail/4767
4차산업혁명의 인공지능과 철학,https://www.kmooc.kr/view/course/detail/4765
2024년 스마트팜 데이터관리 전문가 심화과정(1차),https://www.kmooc.kr/view/course/detail/4764
2024년 스마트팜 작물보호 전문가 심화과정(1차),https://www.kmooc.kr/view/course/detail/4763
2024년 스마트팜 작물재배 전문가 심화과정(1차),https://www.kmooc.kr/view/course/detail/4762
2024년 스마트팜 시설에너지관리 전문가 심화과정(1차),https://www.kmooc.kr/view/course/detail/4761
스마트팜 데이터관리 전문가 기초과정,https://www.kmooc.kr/view/course/detail/4760
스마트팜 작물보호 전문가 기초과정,https://www.kmooc.kr/view/course/detail/4758
스마트팜 작물재배 전문가 기초과정,https://www.kmooc.kr/view/course/detail/4756
